STATION,NAME,DATE,PRCP,TMAX,TMIN
VMM00048855,"DANANG INTERNATIONAL, VM",7/23/2013,0.33,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",7/24/2013,0.9,32,25
VMM00048855,"DANANG INTERNATIONAL, VM",7/25/2013,0.03,32,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/26/2013,0.01,34,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/27/2013,0,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",7/28/2013,0.01,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",7/29/2013,0,34,25
VMM00048855,"DANANG INTERNATIONAL, VM",7/30/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/31/2013,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/1/2013,0,32,25
VMM00048855,"DANANG INTERNATIONAL, VM",8/2/2013,0.47, , 
VMM00048855,"DANANG INTERNATIONAL, VM",8/3/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",8/4/2013,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/5/2013,0,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/6/2013,0.13,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/7/2013,0.06,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/8/2013,0,33,26
VMM00048855,"DANANG INTERNATIONAL, VM",8/9/2013,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/10/2013,0, ,24
VMM00048855,"DANANG INTERNATIONAL, VM",8/11/2013,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/12/2013,0.83,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/13/2013,0, ,24
VMM00048855,"DANANG INTERNATIONAL, VM",8/14/2013,0,34,26
VMM00048855,"DANANG INTERNATIONAL, VM",8/15/2013,0,37,27
VMM00048855,"DANANG INTERNATIONAL, VM",8/16/2013,0,36,28
VMM00048855,"DANANG INTERNATIONAL, VM",8/17/2013,0,37, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/18/2013,0,37,28
VMM00048855,"DANANG INTERNATIONAL, VM",8/19/2013,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/20/2013,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/21/2013,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/22/2013,0.03,34,27
VMM00048855,"DANANG INTERNATIONAL, VM",8/23/2013,0,36,27
VMM00048855,"DANANG INTERNATIONAL, VM",8/24/2013,0,37, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/25/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",8/26/2013,1.3,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/27/2013,0,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/28/2013,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/29/2013,0.26,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",8/30/2013,0,36,25
VMM00048855,"DANANG INTERNATIONAL, VM",8/31/2013,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/1/2013,1.6,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/2/2013,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/3/2013,0,34,24
VMM00048855,"DANANG INTERNATIONAL, VM",9/4/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",9/5/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",9/6/2013,0.03,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/7/2013,1.38, , 
VMM00048855,"DANANG INTERNATIONAL, VM",9/8/2013,0.22, , 
VMM00048855,"DANANG INTERNATIONAL, VM",9/9/2013,0.47,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/10/2013,0.41,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/11/2013,0.25,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/12/2013,1.02,32,24
VMM00048855,"DANANG INTERNATIONAL, VM",9/13/2013,0.1,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/14/2013,0,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/15/2013,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/16/2013,0,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/17/2013,1.43, , 
VMM00048855,"DANANG INTERNATIONAL, VM",9/18/2013,11.97,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/19/2013,1.89, ,23
VMM00048855,"DANANG INTERNATIONAL, VM",9/20/2013,4.2,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/21/2013,0.05,32,25
VMM00048855,"DANANG INTERNATIONAL, VM",9/22/2013,0.44,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/23/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",9/24/2013,0, ,24
VMM00048855,"DANANG INTERNATIONAL, VM",9/25/2013,0,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/26/2013,0,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/27/2013,1.13,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/28/2013,0.68,32,24
VMM00048855,"DANANG INTERNATIONAL, VM",9/29/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",9/30/2013,2.3, , 
VMM00048855,"DANANG INTERNATIONAL, VM",10/1/2013,0.31,30,24
VMM00048855,"DANANG INTERNATIONAL, VM",10/2/2013,1.73,31,24
VMM00048855,"DANANG INTERNATIONAL, VM",10/3/2013,0.02,30,27
VMM00048855,"DANANG INTERNATIONAL, VM",10/4/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/5/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/6/2013,0,31,23
VMM00048855,"DANANG INTERNATIONAL, VM",10/7/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/8/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/9/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/10/2013,0,31,23
VMM00048855,"DANANG INTERNATIONAL, VM",10/11/2013,0.49,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/12/2013,0.1,32,24
VMM00048855,"DANANG INTERNATIONAL, VM",10/13/2013,0,31,24
VMM00048855,"DANANG INTERNATIONAL, VM",10/14/2013,1.28,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/15/2013,7.54,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/16/2013,0.06,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/17/2013,0.67,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/18/2013,0.62,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/19/2013,0.08,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/20/2013,0.33,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/21/2013,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/22/2013,0.06, , 
VMM00048855,"DANANG INTERNATIONAL, VM",10/23/2013,0.01,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/24/2013,0.12,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/25/2013,0.13, , 
VMM00048855,"DANANG INTERNATIONAL, VM",10/26/2013,0.09,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/27/2013,0.59,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/28/2013,0.02,28,21
VMM00048855,"DANANG INTERNATIONAL, VM",10/29/2013,0,29,23
VMM00048855,"DANANG INTERNATIONAL, VM",10/30/2013,0.28,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",10/31/2013,0,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/1/2013,0,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/2/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/3/2013,0,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/4/2013,0, ,22
VMM00048855,"DANANG INTERNATIONAL, VM",11/5/2013,0.92,31,24
VMM00048855,"DANANG INTERNATIONAL, VM",11/6/2013,2.03,29,24
VMM00048855,"DANANG INTERNATIONAL, VM",11/7/2013,0.06,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/8/2013,0.04,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/9/2013,0.27,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/10/2013,2.64,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/11/2013,0.08,29,23
VMM00048855,"DANANG INTERNATIONAL, VM",11/12/2013,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/13/2013,0,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/14/2013,1.23,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/15/2013,3.31,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/16/2013,13.83, , 
VMM00048855,"DANANG INTERNATIONAL, VM",11/17/2013,0.2,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/18/2013,0.02,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/19/2013,0.03,28,23
VMM00048855,"DANANG INTERNATIONAL, VM",11/20/2013,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/21/2013,0.53,27,23
VMM00048855,"DANANG INTERNATIONAL, VM",11/22/2013,0.22,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/23/2013,1.54,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/24/2013,0.17,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/25/2013,0.44,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/26/2013,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/27/2013,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/28/2013,0.94,25, 
VMM00048855,"DANANG INTERNATIONAL, VM",11/29/2013,1.39, , 
VMM00048855,"DANANG INTERNATIONAL, VM",11/30/2013,0.02,23,19
VMM00048855,"DANANG INTERNATIONAL, VM",12/1/2013,0.16,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/2/2013,0,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/3/2013,0,24,19
VMM00048855,"DANANG INTERNATIONAL, VM",12/4/2013,0.51,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/5/2013,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/6/2013,0.01,25, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/7/2013,0.03,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/8/2013,0,26,18
VMM00048855,"DANANG INTERNATIONAL, VM",12/9/2013,0,26,20
VMM00048855,"DANANG INTERNATIONAL, VM",12/10/2013,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/11/2013,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/12/2013,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/13/2013,0.33,28,22
VMM00048855,"DANANG INTERNATIONAL, VM",12/14/2013,0,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/15/2013,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/16/2013,0,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/17/2013,0.26,19, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/18/2013,0,21, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/19/2013,0,21, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/20/2013,0,22,17
VMM00048855,"DANANG INTERNATIONAL, VM",12/21/2013,0, ,18
VMM00048855,"DANANG INTERNATIONAL, VM",12/22/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",12/23/2013,0,24,17
VMM00048855,"DANANG INTERNATIONAL, VM",12/24/2013,0,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/25/2013,0,23, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/26/2013,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",12/27/2013,0,20,16
VMM00048855,"DANANG INTERNATIONAL, VM",12/28/2013,0, ,18
VMM00048855,"DANANG INTERNATIONAL, VM",12/29/2013,0.01,20,18
VMM00048855,"DANANG INTERNATIONAL, VM",12/30/2013,0,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",12/31/2013,0,23,17
VMM00048855,"DANANG INTERNATIONAL, VM",1/1/2014,0,23, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/2/2014,0,26,14
VMM00048855,"DANANG INTERNATIONAL, VM",1/3/2014,0,26,16
VMM00048855,"DANANG INTERNATIONAL, VM",1/4/2014,0,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/5/2014,0,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/6/2014,0, ,18
VMM00048855,"DANANG INTERNATIONAL, VM",1/7/2014,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/8/2014,0,26,18
VMM00048855,"DANANG INTERNATIONAL, VM",1/9/2014,0,26,19
VMM00048855,"DANANG INTERNATIONAL, VM",1/10/2014,0.3,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/11/2014,0,25, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/12/2014,0.35,23, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/13/2014,1.69,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/14/2014,0.47,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/15/2014,0,21,17
VMM00048855,"DANANG INTERNATIONAL, VM",1/16/2014,0,21,17
VMM00048855,"DANANG INTERNATIONAL, VM",1/17/2014,0,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/18/2014,0.12,21, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/19/2014,0, ,18
VMM00048855,"DANANG INTERNATIONAL, VM",1/20/2014,0.19,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/21/2014,0,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/22/2014,0.01,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/23/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",1/24/2014,0,24,14
VMM00048855,"DANANG INTERNATIONAL, VM",1/25/2014,0,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/26/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",1/27/2014,0.02,25, 
VMM00048855,"DANANG INTERNATIONAL, VM",1/28/2014,0, ,17
VMM00048855,"DANANG INTERNATIONAL, VM",1/29/2014,0.02, , 
VMM00048855,"DANANG INTERNATIONAL, VM",1/30/2014,0,26,16
VMM00048855,"DANANG INTERNATIONAL, VM",1/31/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/1/2014,0, ,16
VMM00048855,"DANANG INTERNATIONAL, VM",2/2/2014,0, ,16
VMM00048855,"DANANG INTERNATIONAL, VM",2/3/2014,0,25,18
VMM00048855,"DANANG INTERNATIONAL, VM",2/4/2014,0, ,19
VMM00048855,"DANANG INTERNATIONAL, VM",2/5/2014,0, ,21
VMM00048855,"DANANG INTERNATIONAL, VM",2/6/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/7/2014,0,27,21
VMM00048855,"DANANG INTERNATIONAL, VM",2/8/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/9/2014,0, ,21
VMM00048855,"DANANG INTERNATIONAL, VM",2/10/2014,0,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/11/2014,0,22,19
VMM00048855,"DANANG INTERNATIONAL, VM",2/12/2014,0,23, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/13/2014,0,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/14/2014,0,22, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/15/2014,0, ,17
VMM00048855,"DANANG INTERNATIONAL, VM",2/16/2014,0, ,18
VMM00048855,"DANANG INTERNATIONAL, VM",2/17/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/18/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/19/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/20/2014,0,21,17
VMM00048855,"DANANG INTERNATIONAL, VM",2/21/2014,0, ,17
VMM00048855,"DANANG INTERNATIONAL, VM",2/22/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/23/2014,0,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/24/2014,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/25/2014,0, ,20
VMM00048855,"DANANG INTERNATIONAL, VM",2/26/2014,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",2/27/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",2/28/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/1/2014,0, ,21
VMM00048855,"DANANG INTERNATIONAL, VM",3/2/2014,0,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/3/2014,0,27,21
VMM00048855,"DANANG INTERNATIONAL, VM",3/4/2014,0,27,23
VMM00048855,"DANANG INTERNATIONAL, VM",3/5/2014,0,25, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/6/2014,0,29,23
VMM00048855,"DANANG INTERNATIONAL, VM",3/7/2014,0,27,23
VMM00048855,"DANANG INTERNATIONAL, VM",3/8/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/9/2014,0,27, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/10/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/11/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/12/2014,0, ,22
VMM00048855,"DANANG INTERNATIONAL, VM",3/13/2014,0,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/14/2014,0,29, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/15/2014,0.09,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/16/2014,0,27,22
VMM00048855,"DANANG INTERNATIONAL, VM",3/17/2014,0, ,22
VMM00048855,"DANANG INTERNATIONAL, VM",3/18/2014,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/19/2014,0, ,23
VMM00048855,"DANANG INTERNATIONAL, VM",3/20/2014,0,28,23
VMM00048855,"DANANG INTERNATIONAL, VM",3/21/2014,0,28, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/22/2014,0.07,24, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/23/2014,0,26,20
VMM00048855,"DANANG INTERNATIONAL, VM",3/24/2014,0,28,21
VMM00048855,"DANANG INTERNATIONAL, VM",3/25/2014,0, ,22
VMM00048855,"DANANG INTERNATIONAL, VM",3/26/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/27/2014,0, ,23
VMM00048855,"DANANG INTERNATIONAL, VM",3/28/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/29/2014,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",3/30/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",3/31/2014,0, ,24
VMM00048855,"DANANG INTERNATIONAL, VM",4/1/2014,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",4/2/2014,0,31,23
VMM00048855,"DANANG INTERNATIONAL, VM",4/3/2014,0,30,23
VMM00048855,"DANANG INTERNATIONAL, VM",4/4/2014,1.85,26, 
VMM00048855,"DANANG INTERNATIONAL, VM",4/5/2014,0,29,22
VMM00048855,"DANANG INTERNATIONAL, VM",4/6/2014,0,29,24
VMM00048855,"DANANG INTERNATIONAL, VM",4/7/2014,0.02,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",4/8/2014,0.55, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/9/2014,0,30,22
VMM00048855,"DANANG INTERNATIONAL, VM",4/10/2014,0, ,23
VMM00048855,"DANANG INTERNATIONAL, VM",4/11/2014,0,30, 
VMM00048855,"DANANG INTERNATIONAL, VM",4/12/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/13/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/14/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/15/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/16/2014,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",4/17/2014,0,32,25
VMM00048855,"DANANG INTERNATIONAL, VM",4/18/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/19/2014,0,31,25
VMM00048855,"DANANG INTERNATIONAL, VM",4/20/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",4/21/2014,0,32,26
VMM00048855,"DANANG INTERNATIONAL, VM",4/22/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",4/23/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/24/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/25/2014,0,32,26
VMM00048855,"DANANG INTERNATIONAL, VM",4/26/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",4/27/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",4/28/2014,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",4/29/2014,0, ,25
VMM00048855,"DANANG INTERNATIONAL, VM",4/30/2014,0.04,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",5/1/2014,0.02,34,24
VMM00048855,"DANANG INTERNATIONAL, VM",5/2/2014,0.02,32, 
VMM00048855,"DANANG INTERNATIONAL, VM",5/3/2014,0, ,24
VMM00048855,"DANANG INTERNATIONAL, VM",5/4/2014,0.04, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/5/2014,0,32,24
VMM00048855,"DANANG INTERNATIONAL, VM",5/6/2014,0.01, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/7/2014,0,32,25
VMM00048855,"DANANG INTERNATIONAL, VM",5/8/2014,0.08, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/9/2014,0, ,25
VMM00048855,"DANANG INTERNATIONAL, VM",5/10/2014,0, ,27
VMM00048855,"DANANG INTERNATIONAL, VM",5/11/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/12/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/13/2014,0, ,27
VMM00048855,"DANANG INTERNATIONAL, VM",5/14/2014,0,39, 
VMM00048855,"DANANG INTERNATIONAL, VM",5/15/2014,0.02, ,28
VMM00048855,"DANANG INTERNATIONAL, VM",5/16/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/17/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",5/18/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",5/19/2014,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",5/20/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/21/2014,0,38,26
VMM00048855,"DANANG INTERNATIONAL, VM",5/22/2014,0,39,27
VMM00048855,"DANANG INTERNATIONAL, VM",5/23/2014,0.01, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/24/2014,0, ,25
VMM00048855,"DANANG INTERNATIONAL, VM",5/25/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/26/2014,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",5/27/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/28/2014,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",5/29/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/30/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",5/31/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",6/1/2014,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/2/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",6/3/2014,0,35, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/4/2014,0, ,27
VMM00048855,"DANANG INTERNATIONAL, VM",6/5/2014,0,38,28
VMM00048855,"DANANG INTERNATIONAL, VM",6/6/2014,0,38, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/7/2014,0, ,28
VMM00048855,"DANANG INTERNATIONAL, VM",6/8/2014,0, ,28
VMM00048855,"DANANG INTERNATIONAL, VM",6/9/2014,0,36,28
VMM00048855,"DANANG INTERNATIONAL, VM",6/10/2014,0, ,29
VMM00048855,"DANANG INTERNATIONAL, VM",6/11/2014,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/12/2014,0,31, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/13/2014,0, ,27
VMM00048855,"DANANG INTERNATIONAL, VM",6/14/2014,0,34, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/15/2014,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/16/2014,0,37,28
VMM00048855,"DANANG INTERNATIONAL, VM",6/17/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",6/18/2014,0,37, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/19/2014,0,37,29
VMM00048855,"DANANG INTERNATIONAL, VM",6/20/2014,0, ,29
VMM00048855,"DANANG INTERNATIONAL, VM",6/21/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",6/22/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",6/23/2014,0.14,37, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/24/2014,0,36,27
VMM00048855,"DANANG INTERNATIONAL, VM",6/25/2014,0.19,38, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/26/2014,0,37,28
VMM00048855,"DANANG INTERNATIONAL, VM",6/27/2014,0,37, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/28/2014,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/29/2014,2.7,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",6/30/2014,0.21, ,24
VMM00048855,"DANANG INTERNATIONAL, VM",7/1/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/2/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/3/2014,0,36, 
VMM00048855,"DANANG INTERNATIONAL, VM",7/4/2014,0.05, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/5/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/6/2014,0.94, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/7/2014,0.34, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/8/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/9/2014,0.63, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/10/2014,0.16, ,27
VMM00048855,"DANANG INTERNATIONAL, VM",7/11/2014,0.12, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/12/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/13/2014,0,33, 
VMM00048855,"DANANG INTERNATIONAL, VM",7/14/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/15/2014,0, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/16/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/17/2014,0, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/18/2014,1.1, ,26
VMM00048855,"DANANG INTERNATIONAL, VM",7/19/2014,0.02, , 
VMM00048855,"DANANG INTERNATIONAL, VM",7/20/2014,0.04, ,27
